,policy_area,dataset,variable,year,tract,tract_number,neighborhood,geoid,location,row_id,date,count
1853,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5710, Los Angeles County, California",571000,Lakewood,1400000US06037571000,"(33.8395, -118.100555)",Drinking_Water_Contaminants_2017_1400000US06037571000,2017-01-01T00:00:00.000,314.9915386
1854,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5711.01, Los Angeles County, California",571101,Lakewood,1400000US06037571101,"(33.8432775, -118.1163045)",Drinking_Water_Contaminants_2017_1400000US06037571101,2017-01-01T00:00:00.000,280.9958896
1855,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5711.02, Los Angeles County, California",571102,Lakewood,1400000US06037571102,"(33.835982, -118.1163515)",Drinking_Water_Contaminants_2017_1400000US06037571102,2017-01-01T00:00:00.000,280.9958896
1856,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5712, Los Angeles County, California",571200,Long Beach,1400000US06037571200,"(33.839673, -118.133678)",Drinking_Water_Contaminants_2017_1400000US06037571200,2017-01-01T00:00:00.000,282.7890614
1857,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5713, Los Angeles County, California",571300,Lakewood,1400000US06037571300,"(33.8397455, -118.149794)",Drinking_Water_Contaminants_2017_1400000US06037571300,2017-01-01T00:00:00.000,280.7322345
1858,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5714, Los Angeles County, California",571400,Lakewood,1400000US06037571400,"(33.8335705, -118.158431)",Drinking_Water_Contaminants_2017_1400000US06037571400,2017-01-01T00:00:00.000,280.8076414
1859,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5715.02, Los Angeles County, California",571502,Long Beach,1400000US06037571502,"(33.841848, -118.1845175)",Drinking_Water_Contaminants_2017_1400000US06037571502,2017-01-01T00:00:00.000,220.0066741
1860,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5715.03, Los Angeles County, California",571503,Long Beach,1400000US06037571503,"(33.847923, -118.1706255)",Drinking_Water_Contaminants_2017_1400000US06037571503,2017-01-01T00:00:00.000,289.5913737
1861,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5715.04, Los Angeles County, California",571504,Long Beach,1400000US06037571504,"(33.8397365, -118.1703035)",Drinking_Water_Contaminants_2017_1400000US06037571504,2017-01-01T00:00:00.000,279.6385812
1862,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5716, Los Angeles County, California",571600,Long Beach,1400000US06037571600,"(33.8495635, -118.18101)",Drinking_Water_Contaminants_2017_1400000US06037571600,2017-01-01T00:00:00.000,220.0066741
1863,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5717.01, Los Angeles County, California",571701,Long Beach,1400000US06037571701,"(33.850557, -118.2002135)",Drinking_Water_Contaminants_2017_1400000US06037571701,2017-01-01T00:00:00.000,220.0066741
1864,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5717.03, Los Angeles County, California",571703,Long Beach,1400000US06037571703,"(33.8490335, -118.1920015)",Drinking_Water_Contaminants_2017_1400000US06037571703,2017-01-01T00:00:00.000,220.0066741
1865,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5717.04, Los Angeles County, California",571704,Long Beach,1400000US06037571704,"(33.849558, -118.185987)",Drinking_Water_Contaminants_2017_1400000US06037571704,2017-01-01T00:00:00.000,220.0066741
1866,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5718, Los Angeles County, California",571800,Long Beach,1400000US06037571800,"(33.8349725, -118.19689)",Drinking_Water_Contaminants_2017_1400000US06037571800,2017-01-01T00:00:00.000,220.0066741
1867,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5719, Los Angeles County, California",571900,Long Beach,1400000US06037571900,"(33.834097, -118.1768285)",Drinking_Water_Contaminants_2017_1400000US06037571900,2017-01-01T00:00:00.000,279.5382055
1868,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5720.01, Los Angeles County, California",572001,Long Beach,1400000US06037572001,"(33.822661, -118.1761875)",Drinking_Water_Contaminants_2017_1400000US06037572001,2017-01-01T00:00:00.000,286.0218978
1869,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5720.02, Los Angeles County, California",572002,Long Beach,1400000US06037572002,"(33.8228135, -118.1928235)",Drinking_Water_Contaminants_2017_1400000US06037572002,2017-01-01T00:00:00.000,220.0066741
1870,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5721, Los Angeles County, California",572100,Long Beach,1400000US06037572100,"(33.825389, -118.200738)",Drinking_Water_Contaminants_2017_1400000US06037572100,2017-01-01T00:00:00.000,220.0066741
1871,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5722.01, Los Angeles County, California",572201,Long Beach,1400000US06037572201,"(33.815305, -118.195057)",Drinking_Water_Contaminants_2017_1400000US06037572201,2017-01-01T00:00:00.000,220.0066741
1872,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5722.02, Los Angeles County, California",572202,Long Beach,1400000US06037572202,"(33.8080025, -118.193957)",Drinking_Water_Contaminants_2017_1400000US06037572202,2017-01-01T00:00:00.000,220.0066741
1873,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5723.01, Los Angeles County, California",572301,Long Beach,1400000US06037572301,"(33.8185705, -118.2180885)",Drinking_Water_Contaminants_2017_1400000US06037572301,2017-01-01T00:00:00.000,218.0656858
1874,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5723.02, Los Angeles County, California",572302,Long Beach,1400000US06037572302,"(33.81528, -118.2103735)",Drinking_Water_Contaminants_2017_1400000US06037572302,2017-01-01T00:00:00.000,220.0066741
1875,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5724, Los Angeles County, California",572400,Long Beach,1400000US06037572400,"(33.8226965, -118.210521)",Drinking_Water_Contaminants_2017_1400000US06037572400,2017-01-01T00:00:00.000,220.0066741
1876,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5725, Los Angeles County, California",572500,Long Beach,1400000US06037572500,"(33.8168, -118.2184415)",Drinking_Water_Contaminants_2017_1400000US06037572500,2017-01-01T00:00:00.000,220.0066741
1877,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5726, Los Angeles County, California",572600,Long Beach,1400000US06037572600,"(33.8081255, -118.213883)",Drinking_Water_Contaminants_2017_1400000US06037572600,2017-01-01T00:00:00.000,218.3007048
1878,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5727, Los Angeles County, California",572700,Long Beach,1400000US06037572700,"(33.800743, -118.212552)",Drinking_Water_Contaminants_2017_1400000US06037572700,2017-01-01T00:00:00.000,220.0066741
1879,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5728, Los Angeles County, California",572800,Long Beach,1400000US06037572800,"(33.7971505, -118.2214735)",Drinking_Water_Contaminants_2017_1400000US06037572800,2017-01-01T00:00:00.000,220.0066741
1880,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5729, Los Angeles County, California",572900,Long Beach,1400000US06037572900,"(33.793533, -118.210846)",Drinking_Water_Contaminants_2017_1400000US06037572900,2017-01-01T00:00:00.000,220.0066741
1881,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5730.02, Los Angeles County, California",573002,Long Beach,1400000US06037573002,"(33.7934865, -118.1915465)",Drinking_Water_Contaminants_2017_1400000US06037573002,2017-01-01T00:00:00.000,220.0066741
1882,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5730.03, Los Angeles County, California",573003,Long Beach,1400000US06037573003,"(33.7935335, -118.202413)",Drinking_Water_Contaminants_2017_1400000US06037573003,2017-01-01T00:00:00.000,220.0066741
1883,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5730.04, Los Angeles County, California",573004,Long Beach,1400000US06037573004,"(33.7934855, -118.196468)",Drinking_Water_Contaminants_2017_1400000US06037573004,2017-01-01T00:00:00.000,220.0066741
1884,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5731, Los Angeles County, California",573100,Long Beach,1400000US06037573100,"(33.8007525, -118.197379)",Drinking_Water_Contaminants_2017_1400000US06037573100,2017-01-01T00:00:00.000,220.0066741
1885,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5732.01, Los Angeles County, California",573201,Long Beach,1400000US06037573201,"(33.8007765, -118.185019)",Drinking_Water_Contaminants_2017_1400000US06037573201,2017-01-01T00:00:00.000,290.5986369
1886,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5732.02, Los Angeles County, California",573202,Long Beach,1400000US06037573202,"(33.7934875, -118.185022)",Drinking_Water_Contaminants_2017_1400000US06037573202,2017-01-01T00:00:00.000,220.0066741
1887,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5733, Los Angeles County, California",573300,Long Beach,1400000US06037573300,"(33.7948965, -118.1741585)",Drinking_Water_Contaminants_2017_1400000US06037573300,2017-01-01T00:00:00.000,290.2731582
1888,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5734.01, Los Angeles County, California",573401,Long Beach,1400000US06037573401,"(33.81157, -118.1783155)",Drinking_Water_Contaminants_2017_1400000US06037573401,2017-01-01T00:00:00.000,296.7353279
1889,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5734.02, Los Angeles County, California",573402,Signal Hill,1400000US06037573402,"(33.800741, -118.169241)",Drinking_Water_Contaminants_2017_1400000US06037573402,2017-01-01T00:00:00.000,296.7605626
1890,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5734.03, Los Angeles County, California",573403,Long Beach,1400000US06037573403,"(33.7971065, -118.1586315)",Drinking_Water_Contaminants_2017_1400000US06037573403,2017-01-01T00:00:00.000,296.6850777
1891,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5736.01, Los Angeles County, California",573601,Long Beach,1400000US06037573601,"(33.8256225, -118.1353035)",Drinking_Water_Contaminants_2017_1400000US06037573601,2017-01-01T00:00:00.000,220.0066741
1892,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5737, Los Angeles County, California",573700,Long Beach,1400000US06037573700,"(33.825622, -118.107714)",Drinking_Water_Contaminants_2017_1400000US06037573700,2017-01-01T00:00:00.000,282.2639793
1893,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5738, Los Angeles County, California",573800,Long Beach,1400000US06037573800,"(33.825582, -118.1003275)",Drinking_Water_Contaminants_2017_1400000US06037573800,2017-01-01T00:00:00.000,220.0066741
1894,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5739.02, Los Angeles County, California",573902,Long Beach,1400000US06037573902,"(33.811973499999993, -118.07865249316662)",Drinking_Water_Contaminants_2017_1400000US06037573902,2017-01-01T00:00:00.000,251.9343196
1895,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5740, Los Angeles County, California",574000,Long Beach,1400000US06037574000,"(33.8146265, -118.1024205)",Drinking_Water_Contaminants_2017_1400000US06037574000,2017-01-01T00:00:00.000,220.0066741
1896,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5741, Los Angeles County, California",574100,Long Beach,1400000US06037574100,"(33.814659, -118.1216115)",Drinking_Water_Contaminants_2017_1400000US06037574100,2017-01-01T00:00:00.000,220.0066741
1897,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5742.01, Los Angeles County, California",574201,Long Beach,1400000US06037574201,"(33.8032905, -118.1296265)",Drinking_Water_Contaminants_2017_1400000US06037574201,2017-01-01T00:00:00.000,220.0066741
1898,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5742.02, Los Angeles County, California",574202,Long Beach,1400000US06037574202,"(33.801528, -118.1426875)",Drinking_Water_Contaminants_2017_1400000US06037574202,2017-01-01T00:00:00.000,285.6087749
1899,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5743, Los Angeles County, California",574300,Long Beach,1400000US06037574300,"(33.799618, -118.116615)",Drinking_Water_Contaminants_2017_1400000US06037574300,2017-01-01T00:00:00.000,220.0066741
1900,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5744, Los Angeles County, California",574400,Long Beach,1400000US06037574400,"(33.8029685, -118.102423)",Drinking_Water_Contaminants_2017_1400000US06037574400,2017-01-01T00:00:00.000,220.0066741
1901,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5745, Los Angeles County, California",574500,Long Beach,1400000US06037574500,"(33.7850495, -118.09909)",Drinking_Water_Contaminants_2017_1400000US06037574500,2017-01-01T00:00:00.000,249.0189884
1902,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5746.01, Los Angeles County, California",574601,Long Beach,1400000US06037574601,"(33.781883, -118.1157115)",Drinking_Water_Contaminants_2017_1400000US06037574601,2017-01-01T00:00:00.000,220.0066741
1903,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5746.02, Los Angeles County, California",574602,Long Beach,1400000US06037574602,"(33.7778535, -118.1077455)",Drinking_Water_Contaminants_2017_1400000US06037574602,2017-01-01T00:00:00.000,220.0066741
1904,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5747, Los Angeles County, California",574700,Long Beach,1400000US06037574700,"(33.778316, -118.118802)",Drinking_Water_Contaminants_2017_1400000US06037574700,2017-01-01T00:00:00.000,220.0066741
1905,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5748, Los Angeles County, California",574800,Long Beach,1400000US06037574800,"(33.7825585, -118.1276545)",Drinking_Water_Contaminants_2017_1400000US06037574800,2017-01-01T00:00:00.000,220.0066741
1906,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5749.01, Los Angeles County, California",574901,Long Beach,1400000US06037574901,"(33.7912135, -118.125115)",Drinking_Water_Contaminants_2017_1400000US06037574901,2017-01-01T00:00:00.000,220.0066741
1907,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5749.02, Los Angeles County, California",574902,Long Beach,1400000US06037574902,"(33.790025, -118.1383855)",Drinking_Water_Contaminants_2017_1400000US06037574902,2017-01-01T00:00:00.000,220.0066741
1908,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5750.01, Los Angeles County, California",575001,Long Beach,1400000US06037575001,"(33.794735, -118.147801)",Drinking_Water_Contaminants_2017_1400000US06037575001,2017-01-01T00:00:00.000,289.097611
1909,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5750.02, Los Angeles County, California",575002,Long Beach,1400000US06037575002,"(33.7864875, -118.1413935)",Drinking_Water_Contaminants_2017_1400000US06037575002,2017-01-01T00:00:00.000,220.0066741
1910,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 5751.01, Los Angeles County, California",575101,Long Beach,1400000US06037575101,"(33.788888, -118.162196)",Drinking_Water_Contaminants_2017_1400000US06037575101,2017-01-01T00:00:00.000,287.1596262
